127.0.0.1 - - [13/Mar/2023:18:39:15 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:43:43 +0900] "GET /jspMiniProject/member/addform.jsp HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:43:43 +0900] "GET /jspMiniProject/member/addform.jsp HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:43:43 +0900] "GET /jspMiniProject/member/addform.jsp HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:43:43 +0900] "GET /jspMiniProject/member/addform.jsp HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:43:44 +0900] "GET /jspMiniProject/member/addform.jsp HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:43:45 +0900] "GET /jspMiniProject/member/member/idsearch.jsp?id=garlic HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:44:42 +0900] "GET /jspMiniProject/member/addform.jsp HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:44:45 +0900] "GET /jspMiniProject/member/member/idsearch.jsp?id=garlic HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:44:50 +0900] "GET /jspMiniProject/member/member/idsearch.jsp?id= HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:44:53 +0900] "GET /jspMiniProject/member/member/idsearch.jsp?id=garlic HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:45:58 +0900] "GET /jspMiniProject/member/addform.jsp HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:00 +0900] "GET /jspMiniProject/member/member/idsearch.jsp?id=garlic HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /jspMiniProject/index.jsp HTTP/1.1" 200 7535
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /jspMiniProject/js/jquery.js HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /jspMiniProject/js/function.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /jspMiniProject/menu/css/menu.css HTTP/1.1" 200 3760
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /jspMiniProject/menu/css/font-awesome.css HTTP/1.1" 200 15825
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /image/banner-02.png HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /image/banner-01.png HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /image/banner-03.png HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /image/banner-04.png HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /jspMiniProject/menu/images/patterns/light_toast.png HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:07 +0900] "GET /jspMiniProject/menu/images/plus-gray.png HTTP/1.1" 200 1015
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:09 +0900] "GET /jspMiniProject/menu/font/fontawesome-webfont.woff?v=3.0.1 HTTP/1.1" 200 43572
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:10 +0900] "GET /jspMiniProject/index.jsp?main=login/loginmain.jsp HTTP/1.1" 200 8665
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:10 +0900] "GET /jspMiniProject/js/jquery.js HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:10 +0900] "GET /jspMiniProject/js/function.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:10 +0900] "GET /jspMiniProject/menu/images/patterns/light_toast.png HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:14 +0900] "POST /jspMiniProject/login/loginaction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:14 +0900] "GET /jspMiniProject/index.jsp?main=login/loginmain.jsp HTTP/1.1" 200 8172
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:14 +0900] "GET /jspMiniProject/js/jquery.js HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:14 +0900] "GET /jspMiniProject/js/function.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:14 +0900] "GET /jspMiniProject/image/01.png HTTP/1.1" 200 25042
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:14 +0900] "GET /jspMiniProject/menu/images/patterns/light_toast.png HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:21 +0900] "GET /jspMiniProject/index.jsp?main=login/logoutaction.jsp HTTP/1.1" 200 7338
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:21 +0900] "GET /jspMiniProject/js/jquery.js HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:21 +0900] "GET /jspMiniProject/js/function.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:21 +0900] "GET /jspMiniProject/menu/images/patterns/light_toast.png HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:22 +0900] "GET /jspMiniProject/index.jsp?main=login/logoutaction.jsp HTTP/1.1" 200 7264
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:22 +0900] "GET /jspMiniProject/js/jquery.js HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:22 +0900] "GET /jspMiniProject/js/function.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:22 +0900] "GET /jspMiniProject/menu/images/patterns/light_toast.png HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:23 +0900] "GET /jspMiniProject/index.jsp?main=login/loginmain.jsp HTTP/1.1" 200 8665
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:23 +0900] "GET /jspMiniProject/js/jquery.js HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:23 +0900] "GET /jspMiniProject/js/function.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:23 +0900] "GET /jspMiniProject/menu/images/patterns/light_toast.png HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:28 +0900] "GET /jspMiniProject/index.jsp?main=member/addform.jsp HTTP/1.1" 200 11718
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:28 +0900] "GET /jspMiniProject/js/function.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:28 +0900] "GET /jspMiniProject/js/jquery.js HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:28 +0900] "GET /jspMiniProject/menu/images/patterns/light_toast.png HTTP/1.1" 404 874
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:31 +0900] "GET /jspMiniProject/member/idsearch.jsp?id=garlic HTTP/1.1" 200 23
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:46:35 +0900] "GET /jspMiniProject/member/idsearch.jsp?id=ghksfk1102 HTTP/1.1" 200 23
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:47:32 +0900] "GET /jspMiniProject/member/idsearch.jsp?id=ghksfk1102 HTTP/1.1" 200 23
0:0:0:0:0:0:0:1 - - [13/Mar/2023:18:47:49 +0900] "GET /jspMiniProject/member/idsearch.jsp?id=garlic HTTP/1.1" 200 23
